business_id,city,state,postal_code,stars,review_count,diversity
Rw2Aw3vyj09BLyKfz-V8fw,Willow Grove,PA,19090,3.0,71,5
lR_ka9JYYUpL3se5WnLs1w,Saint Louis,MO,63127,3.0,90,5
twDZoi-RH1SwNTUVT-sPuw,Pleasant View,TN,37146,2.0,11,1
2N7usA8iK2roS5lKMwjCrw,Belleville,IL,62220,2.5,7,5
a2Ts7eOdnK8PyHk8ott8Ng,Antioch,TN,37013,1.0,27,5
9r4_dxeaf5361XfQ0FFOWA,Mooresville,IN,46158,4.0,71,2
fX57gus0k0WY92W8r-Mlwg,New Orleans,LA,70130,4.5,209,5
9o8RiObxO9L7gXzLHt-deA,Dunedin,FL,34698,2.0,12,3
sXSUzImYOcRRI3xtG2M85g,New Orleans,LA,70112,4.5,218,2
uxNn-vnEhJ7UJh6AmJ92aQ,Hermitage,TN,37076,3.5,41,1
6t5GtOtmoApCtSNXv2RJpg,Philadelphia,PA,19125,2.5,10,4
VFDopV1OrDLirXyTCsshpg,Clementon,NJ,8021,3.0,30,5
3qGQcQVEn8GYqkVXL-RS-Q,Tucson,AZ,85710,2.0,28,3
E7mAwFPNhjNYXoeZh_jvVg,Tampa,FL,33617,2.0,46,2
J5R1mAdJihf1m7gl5X62vA,Bensalem,PA,19020,3.0,31,1
7Zv6DTlcUZvBjmTic6oqTQ,Philadelphia,PA,19145,4.0,52,2
wkO1a_i1Mzpd-0sbiLa7EA,Wilmington,DE,19805,4.0,56,5
Mdj5GGI5Zu1ETkNFnojDZQ,Nashville,TN,37209,3.5,101,3
hjzzz46R6waMAH7qz5uh-g,Gulfport,FL,33707,4.0,5,3
sp2K-I-h6Nf43k0UmFMsiA,Swansea,IL,62226,3.0,18,3
sC0nPDdjkErUhoT1BAduLQ,Tampa,FL,33602,5.0,7,4
p_0trdZEvjyI6Le1NUvQrQ,Garden City,ID,83714,3.5,86,1
1DjUWO4csdFa-cg15dSGUQ,Smyrna,TN,37167,2.0,15,5
zxRmQ_FWVowh8rlzLCSURQ,Philadelphia,PA,19111,3.0,24,1
9KnTKfl4_XH5HuprnIgMBw,Saint Charles,MO,63301,4.0,20,5
FQ60J2xokDipmenBDgWjjg,Quakertown,PA,18951,4.0,113,3
IFavC_7hn2ohUWU2WZqD7w,Mascoutah,IL,62258,2.5,43,5
ZWTaHa3PUhllOcvlCEgybA,Tucson,AZ,85712,4.5,175,2
4C0xj95V8-Mp14OixoTUZA,Wilmington,DE,19808,3.5,74,4
90LsqLbaoQpz_xNbSQsCFA,Philadelphia,PA,19118,3.0,58,1
KS2AddHgvvmz8kKb7tDpZA,Bordentown,NJ,8505,2.5,18,2
Q0pFg3ri7kt9xIxxXh7-RQ,Philadelphia,PA,19127,3.5,288,2
lTE4kAGdbUYe85yhMyRFKA,La Vergne,TN,37086,1.0,11,5
qx2YTFXfVDwQUfOeWCFfbw,Santa Barbara,CA,93105,3.0,43,5
wWNsibZNI14jKygnsOpu6w,Tucson,AZ,85711,1.5,14,4
qZF_3GegBnpVC4PjAHDrXg,Indianapolis,IN,46203,1.5,41,2
wMQMMxaGq0HPG0mApezXMw,Eagle,ID,83616,4.0,113,1
xHwvbm1SJwtaZtOZzFQcmQ,Saint Petersburg,FL,33713,2.5,38,3
UvGiBbey4LfRNLDDyJ1MTA,Downingtown,PA,19335,4.0,187,3
6IwF2rpoaiR_W6DzOvuceA,Philadelphia,PA,19103,4.5,51,5
O_Pnq77cn8PgTdq1ecd4nA,Gulfport,FL,33707,3.0,15,2
eLXLVbJJlqslB0MZNY1G6A,Philadelphia,PA,19120,3.5,7,3
61q-hsw2f57aIpwTvSPP6A,Boise,ID,83706,4.0,20,1
u9modXzD6V2Gbpq0YS9W6Q,Newtown,PA,18940,4.0,347,1
UdXpVlj1DCJ2ZFgU0uVVkA,Spring Hill,FL,34606,2.0,17,5
Z0VmjWiD6t-n1_YBsYVFCQ,West Chester,PA,19380,4.0,42,5
mdb_Ri2eqVGG1C-7Cuyplg,Boise,ID,83702,3.5,76,1
29Mm3hQIzlqjHBvyMxA8rA,Seminole,FL,33772,4.0,121,4
LFTOIz1syowvnPw1pB0xVw,St. Petersburg,FL,33702,1.5,10,4
d_Be8ArZ82bMWSJ2EMV6Xw,Camden,NJ,8103,2.5,11,1
FJl6LCHbqiM9mvSwDjFAjw,Philadelphia,PA,19120,4.0,181,1
Q3ZmeBnP96bqbxevkOT7Nw,Riverview,FL,33578,2.0,25,5
kTtgpb-b3Xgb6gadPSCR0g,Brentwood,MO,63144,2.5,93,4
S44cH9_iPKIw9ni-WoiRrg,Florissant,MO,63031,4.0,31,4
9IC7SB4GLZi-oS-w85j5AA,Nashville,TN,37207,3.5,30,3
fux8aN2h-uvuDUKCQMhCLw,Tampa,FL,33606,3.0,208,1
r-4s-gfqw85G1O6cmgog7g,New Orleans,LA,70170,4.5,25,1
5TwBLv_xV0LawqkbIllEVg,Indian Shores,FL,33785,4.5,303,2
egDsfkn6ZYrYRnlGe4I94g,Reno,NV,89501,4.0,263,2
JZbNXWl2ktDK8MtX9OXo4g,Fishers,IN,46037,3.5,18,1
WmbwdluLzN8qXfYjYKPkqA,Phoenixville,PA,19460,3.5,185,1
3ekiu6SPjwXvrizZymMqbg,Tucson,AZ,85714,4.5,22,5
RQAF6a0akMiot5lZZnMNNw,Philadelphia,PA,19128,4.0,2686,1
tW4w9WGwyxJ03PMabnqQkQ,Langhorne,PA,19047,3.0,96,1
Hp1nkc3c3Q7_8oKXFn0vbw,Meridian,ID,83642,4.5,697,1
d5G3dpdyO60CYHukoM-_FQ,Saint Louis,MO,63103,3.5,526,4
6CuYCvwVRXjdDTKjFP_FJw,St Petersburg,FL,33701,4.5,6,4
OvAyaPnYYFeyvcP1HdAVnQ,Tampa,FL,33609,3.0,18,4
ZfVE14oObX2_xcmHZSqXBQ,King of Prussia,PA,19406,3.5,210,3
K7vvEwRd6Y8gRftjeuASuQ,Tarpon Springs,FL,34689,4.5,410,3
PtVJoVOcsll8TP2HnArLsw,Wilmington,DE,19808,3.0,80,1
3npVYXZ6w1nUDL3Mi9UQpA,Spring Hill,FL,34606,2.5,40,2
I8IPPZvEPdb_xG0nGIMyjA,Penndel,PA,19047,4.5,313,2
Z1YH3dvDwdM6_isWY4jtrQ,Nashville,TN,37206,4.5,127,4
YuDv6bxaHjvst2PxnoM3ZA,Smyrna,TN,37167,2.0,7,1
_afbAT4NgVAscxIOFOwr0Q,Tampa,FL,33615,3.5,104,1
8wkPLsDbGU3GcW8CoD-4aA,Tucson,AZ,85701,4.5,321,4
rvbqvQod-USx8EpjXtJNdw,Boise,ID,83706,4.0,145,4
K2svtoFXk68mFIIwLjG36g,Philadelphia,PA,19103,3.0,94,4
Rp-LsUkZrQhxvEGPe9nhoQ,Antioch,TN,37013,1.5,6,1
BFPxxguGxBZQ0kR0rWePTQ,Philadelphia,PA,19125,1.5,27,2
onLvuAKTdabG_tSXkuqYCQ,Glassboro,NJ,8028,3.0,76,4
AYvvx-AeplhRrER9MP5gcA,Belleair Bluffs,FL,33770,3.5,160,1
gLLJ-C6ldNN8SYnAjIr0eA,Gallatin,TN,37066,4.5,67,1
UxP1VK4lTLKRu9cgjGhdaw,Wilmington,DE,19808,4.0,26,3
xHm8DE6x8Qrn_hI6hDlVBw,Tucson,AZ,85710,3.5,145,4
6oWaOMzGPCe5fjZvINe6YQ,Nashville,TN,37205,4.0,277,5
gKRay6giNIWH2-u-7svQwg,Tucson,AZ,85701,3.0,5,3
08LQAC48MVFa27YZKahEkg,Saint Louis,MO,63144,3.5,98,2
zTZTx7_vhdvGk8bBe3vd3w,Boise,ID,83714,4.0,190,5
TUOXiFkUGbjeYKJWWqz7YA,New Orleans,LA,70130,2.5,11,2
UYENffXy_h5UJfXMfR1qLw,Indianapolis,IN,46204,3.0,10,4
ijJLd8VHB-vPLWmHyyELYQ,Newark,DE,19713,4.0,37,1
HO776ZCzu9LTKeWpi_A9WQ,Indianapolis,IN,46229,4.0,11,3
MU38C5Fu2ER5PwwPWQMyHw,Saint Louis,MO,63137,2.0,8,5
o3X9fjmFXk0chl7PcXv5uQ,East Norriton,PA,19401,4.0,500,4
ey7YAkRmj7dDgmMsWYlm6A,Arnold,MO,63010,2.5,34,3
YedKs_jpocLcOHCzcRJ7cQ,Clearwater,FL,33756,4.0,203,2
4SXaGSvFfz870jntat6ueQ,Boise,ID,83702,4.5,44,1
jqnl080wAOhOhyCMrYddhw,Indianapolis,IN,46224,5.0,5,2
7IocFr7GXKvnkGlJZLapsQ,Saint Louis,MO,63126,3.5,20,3
yGyU_iKbbbjz7rLn0uD7Vg,New Orleans,LA,70118,4.0,91,1
HenoZDc40e5y9Ilo4fLLaQ,Skippack,PA,19473,3.0,27,5
GCcabh95JCvcZkY4Qhelhw,Sparks,NV,89434,2.0,5,3
MfrKQl9zGFz_3SP9lpxQuQ,Metairie,LA,70003,2.5,10,2
YG1mZ0MvtN6EhKYUwg6YTA,Clifton Heights,PA,19018,3.0,22,3
LSh18uOYKvYUtVoRXAsrtw,Philadelphia,PA,19106,4.0,95,5
N00XVr8qnUl5DSdTecFJ0w,Philadelphia,PA,19103,4.0,9,2
34RXMYBw5jx_eGVlotlkrA,Gallatin,TN,37066,2.5,69,2
wWlllCtSiOyZfXWvMzZzfw,Tucson,AZ,85710,3.5,6,4
Cc16fTxApkStrec2GSnFoQ,Folsom,PA,19033,2.0,9,2
ayaL6dlw6ZcWyJgG86jOdw,New Orleans,LA,70117,4.5,50,2
ZMx3hds9eH24geGkuOQN0A,New Orleans,LA,70118,3.5,131,3
_umVyfHrU42z4Mak-ixCmA,Tucson,AZ,85747,2.5,27,4
VeodynTzM0rC2OhkEDoQdg,Tucson,AZ,85711,3.5,165,3
ndz5gn5knfCOdryATgMQVQ,Hendersonville,TN,37075,2.5,31,4
5XsC0tB8chKjTIW7mU6TnQ,Tampa,FL,33619,4.0,570,1
JEHTItW2YHJ4-2iXTQx1Dw,St Louis,MO,63110,3.5,13,4
HxkdaR5jecQoALzv-SjKAg,Reno,NV,89506,2.5,52,3
7BOX1QyL9mpLcyE4viEXuQ,St. Petersburg,FL,33708,4.0,214,2
RqW9S4WG9UYZHKhHRHXJZg,Tampa,FL,33634,4.5,1449,3
2-6E1sAD1MKUixksDw-hkw,New Hope,PA,18938,1.5,28,5
vhWlxyLEWAbNOMtQ42yzFg,Santa Barbara,CA,93101,4.5,492,1
KSGNi_Fjd2wfj-M_XV7s5Q,Reno,NV,89502,4.0,8,2
GUgIOkipkxvabF5jQCctVQ,New Orleans,LA,70118,3.0,319,2
U_X60dqUInqe-F3cvbY57Q,Philadelphia,PA,19143,2.5,8,4
PXrF817vBYW3gW3blTviaA,Indianapolis,IN,46203,2.5,18,2
iAa4Z0-rk2Hd_l2ZUygIMA,Lansdale,PA,19446,3.5,66,3
AGZlpvY8u_WcmznFv0rlTA,Phoenixville,PA,19460,4.0,56,4
YP85XFaz4zohx0_F2RuLXg,Indianapolis,IN,46218,4.0,13,2
0CV2eRgKQK6_heNNdqrVeg,Gretna,LA,70056,5.0,22,2
hz_zPpBrGPuypuIptEmMeA,St. Petersburg,FL,33701,4.0,292,1
yIw9QbMZgwqNBsyuO5_kkQ,Tucson,AZ,85704,3.5,111,1
BH5hFvB3ZIzaGl0KXWzQaw,Tampa,FL,33607,3.5,122,4
z5BLSMc92pwbGEqeaUPmDg,Arnold,MO,63010,4.0,166,3
aVslIwCbkM8zEKcJ_c9qIg,Bensalem,PA,19020,2.0,154,1
RRZ7p4EwjiWSKVQmOQRA3Q,Newtown,PA,18940,3.5,14,4
ARMErYHm0lfJA6cg-UsfQA,Secane,PA,19018,4.0,18,5
T9nNz9-3mfNga0T0Nfzvsw,Horsham,PA,19044,3.0,223,4
pkNffAUPpdKaUuUUbhzLmQ,Wilmington,DE,19810,2.5,11,4
Xt0BfrNdzrYxw-SBdq5aXA,Tucson,AZ,85713,4.0,5,2
tD9g9w8lGhNzZaSDTIuAOQ,Westville,NJ,8093,4.5,35,1
njuDn4EZ1CIePWjrwg8Bcg,King of Prussia,PA,19406,3.5,11,1
Kmtcu-Iu0stP6tbal_Rwfw,Saint Petersburg,FL,33701,3.0,34,1
8AED7kiOq0cXctguW2eukg,Spring Hill,FL,34606,3.0,8,4
kVLuUIP2N3vqcePYea2k6w,Tampa,FL,33647,3.0,89,5
5aH1Bm7Oi4QYtBintgmbjQ,Antioch,TN,37013,2.0,48,5
5aylC28sgOxLa1OLF0BIRg,Reno,NV,89503,4.5,460,2
S0-IvLgMuzpjGI_DpLs_pQ,Cherry Hill,NJ,8034,4.5,23,5
5hID2DruRwIwit0BcLHTaw,New Castle,DE,19720,2.5,9,3
S6ix_JnnUAv3k1quNE1GlA,Pinellas Park,FL,33782,3.5,30,3
iGRsdFUzK2YXFScNia0F_g,Indianapolis,IN,46241,4.5,90,2
dJ2CzwEGQdOo3dcPWVwOPQ,Boise,ID,83702,3.5,212,4
9p2FDdVHRscS9HrK_qRatw,Boise,ID,83704,3.5,57,3
10Ir9qoqfw4BVP6nukA_KA,Chadds Ford,PA,19317,4.0,127,2
tTzXJ9oXZCCL3Wip6dEoTQ,Philadelphia,PA,19139,4.0,13,5
7jXWmKxweiMbKs8VVG8oYQ,Franklin,TN,37067,3.0,6,3
72_YsggUrXElHQ3eqVlOpw,Narberth,PA,19072,5.0,12,1
SL5NMonPpul4mz9_YCgC4w,Springfield,TN,37172,4.0,25,5
lzpUmq4lc2liO2q8A6WoCg,Indianapolis,IN,46250,2.0,17,2
YPLfRswyryjjW3VJa-SdaA,Philadelphia,PA,19147,4.0,722,3
zkUHHsE-ktfrNlhL6CXalQ,Willow Grove,PA,19090,4.0,91,3
uMoHJJg3zFNjh09WxN8HWA,New Castle,DE,19720,3.5,5,2
aVkwfRuU3tbLGyv1SYrAEw,Largo,FL,33770,1.5,17,2
7hPD8P9LLMEfvnCt04-hyg,Hudson,FL,34667,4.5,12,5
derKTThMWqGXsl2ZFVv5Lg,Carmel,IN,46032,3.5,111,4
Ng4PxR9WVdbnDGC50PbzwQ,Goleta,CA,93117,3.0,89,1
lQqHGyMrCfnPJATp7wUrZQ,Philadelphia,PA,19134,2.5,16,3
rApszehZejreNYb4yymzTw,Tucson,AZ,85724,3.5,24,5
hyXrO6RoAi5GnTl8s72Pkw,Tampa,FL,33609,2.0,34,1
1EjhKjQWQ2RsrAyvptNGIg,Pinellas Park,FL,33782,4.0,169,4
HOTN7nQufQ-WnBBXsB8-Ww,Turnersville,NJ,8012,3.0,102,2
d5tOQdD8KA8v9YysvEGiiw,New Orleans,LA,70127,2.5,30,5
BGI6XK85PVeJM8tQ9gimaw,Granite City,IL,62040,4.5,20,2
6Ks2A_uQSvMrDa9_wl5aKg,New Castle,DE,19720,3.5,15,2
kmKPW3CswQp88My-AerGwQ,Palmyra,NJ,8065,5.0,8,4
_MQCO6YUx9ab8NA41AGZLg,Hermitage,TN,37076,2.5,24,4
cdEGU8IVYR1FrkFpNL2JNQ,Zionsville,IN,46077,4.5,23,5
ye68n6oab26KgEIPoFggBQ,Tampa,FL,33634,4.0,278,4
yWJp2cwAvd0tKDwhy3QmEA,Camden,NJ,8105,4.0,6,3
UU7HcAGZjR-FOOMSmmFMEQ,White House,TN,37188,4.0,34,4
5RP9gL2E-rZPet_2jOqp8A,Gretna,LA,70056,3.5,14,5
RKk_Z3875_PRu00Aw50ElQ,Pennsville Township,NJ,8070,5.0,32,2
mGvrybwAiigeSAn-sTNlCQ,Ferguson,MO,63135,4.5,40,4
efYk_lMnXplDILUKRaKbRw,Nashville,TN,37217,1.5,17,5
LfMWxz9OtZmeHB3sj0Jm5Q,Metairie,LA,70005,3.5,34,2
wBfryhyFBHTUM-HUAGjZOA,Tucson,AZ,85705,4.0,51,3
DTgQCDiGPk_LS4LMWD2o1w,Treasure Island,FL,33706,3.5,28,3
uLmX3n3GqF7HwXtVjXd3Xg,Pottstown,PA,19464,2.0,41,5
0LBWe0PB3rimYdcRKJCRdQ,Lutz,FL,33549,5.0,47,5
fzDhTUWuJhSKivYwRcj0EA,Trevose,PA,19053,4.0,80,2
7V-_PpeQfrD6PyEklSwEdg,Eastampton,NJ,8060,2.5,77,2
fzftd8EhMnYCXE7D76zCrA,Philadelphia,PA,19148,2.0,23,4
THDT2sGR0efmkqGz6PFkEg,Philadelphia,PA,19130,4.0,8,3
6RxJLsIoRSkUfvOxYP0sKQ,Nashville,TN,37209,5.0,17,3
7cwo9HROlj6UQFTlZJomlw,Indianapolis,IN,46201,2.0,20,1
noiUCN8A9Vdm9pUbWX6K-w,Santa Barbara,CA,93108,4.0,56,4
88I_hsGjDXPs9uQKrGwq8Q,Clearwater,FL,33765,2.0,29,5
CIyAcSRWXE4aGWUrhPbqtQ,Bridgeton,MO,63044,3.5,7,5
uw81ROh3A3sw2kZ346u18g,Indianapolis,IN,46282,3.5,90,2
7jxUHRnDtRCf7lSUsfW_Jg,Indianapolis,IN,46202,4.0,6,1
oFYqL4RgThCupYhumEc1KQ,Seminole,FL,33777,3.5,37,5
aTHqsBXlXNeyGbEbSTTGFQ,Ardmore,PA,19003,3.5,131,4
CpaCtUbaj4rXglg8604r4Q,Avon,IN,46123,3.0,37,2
uXO6qvEmT_bJZgvTNh2p1g,Indianapolis,IN,46260,3.5,11,1
suc1V5pb3eqJv60dgL9q_g,St. Petersburg,FL,33710,4.0,100,4
C2JtfhOZ3PPzIS9V5arQ2A,St. Louis,MO,63110,4.5,313,5
VEFwpUStGOq5s0LPUvktMw,Indianapolis,IN,46254,4.0,62,3
n8ByXuU5_5jbOx5cC9VNZg,New Hope,PA,18938,4.5,73,5
XRZaQ9-jEJobDnFzFbHheQ,Exton,PA,19341,4.5,113,2
KbhKbjG7fVM2vTtO3qbe0w,Nashville,TN,37209,4.0,261,1
tI1GK5xyWg5W-OxgZjWnng,Bensalem,PA,19020,4.5,41,5
hEoHY9Eqc7X5m-iI2CG2SA,Edwardsville,IL,62025,3.0,77,4
hrxuwAwj7TIgAgo6TkPEMQ,Philadelphia,PA,19107,3.5,42,5
0Lsuuvz1_qdspiwBehdszg,Camden,NJ,8105,3.5,8,4
BqtxPTy5-b3gBBxGk-2nfg,Gloucester Township,NJ,8012,4.5,229,4
rnecTemi_wnY5fjBng77Kw,Philadelphia,PA,19103,3.5,29,5
Ueq5srlADo8pef4UcuqQTg,Nashville,TN,37214,1.5,193,2
Qki5LF9vIN7KPM3gn2WkJQ,Goleta,CA,93117,4.0,232,3
dKuyGAWF7ghBLbZAZIBC3Q,Reno,NV,89506,4.0,93,3
_JdLaC6GVKjTR-hRGJHgOg,Salem,NJ,8079,4.0,20,1
57bce3hS4snqOknTfsiMKw,Philadelphia,PA,19115,2.5,58,2
RTpL_IlOagg7YW7E2PKT4A,Franklin,TN,37064,3.5,36,3
hEXWbGYZ1aw4s7IY7puHGw,Franklin,TN,37067,4.0,406,1
P_72a9busYpjmwCajCqlHg,Saint Petersburg,FL,33712,2.5,20,5
DMev-49eC4T1cP_h483ZTg,Lansdale,PA,19446,2.0,19,4
PHSda9zEwtFicCICD6TP1A,Santa Barbara,CA,93105,4.0,225,4
YytGMpwVXz45T0ihSG2Scg,Moorestown,NJ,8057,4.0,15,2
OO-bjy2WcEV4QOWljp9_3A,Lansdale,PA,19446,4.0,28,2
OttyLlslpg9fAW3pYbZjUA,Edwardsville,IL,62025,4.0,35,4
9gC4jaqjByuSh7AeSPE8kg,Doylestown,PA,18901,4.0,78,4
OL9ziZsbpY8Ck4PVBTzCIg,St. Charles,MO,63301,4.0,53,2
xz_RcwDtr8_nHWnSj-oU-A,Philadelphia,PA,19153,2.5,31,5
Ma63jBFq7j2EvpaNBzBP-A,Downingtown,PA,19335,3.0,31,3
13jpG0F2YJy3jBMiDgIzdA,Sewell,NJ,8080,4.0,86,3
99JbYCWcjo5J7CKJUDkWpg,Philadelphia,PA,19114,1.5,7,4
5dKDUPQaC7aMxqzMUsKXIg,St Louis,MO,63129,5.0,68,1
ra6Ejpr6Y5nJL1Um6pzTdg,Philadelphia,PA,19147,4.0,97,4
6Vw97-3cBvoaxfxpIGQ4jQ,Boise,ID,83706,4.0,66,2
YhdcVtVOl_gyOE53JApTcA,Voorhees,NJ,8043,2.5,14,1
i-FcfJpx8COXHJuj4PFb3Q,Philadelphia,PA,19106,2.0,5,3
rEQ82fSKZBbVtk9h14whog,Reno,NV,89501,3.5,142,5
-cXxMH_oL82mOK6MBAjOHA,Indianapolis,IN,46227,2.0,15,2
kxKai8GE5oDMPevV7oxvbA,Philadelphia,PA,19103,4.0,753,3
JnJzamlUgYY37uzf5Nav9A,Metairie,LA,70001,3.5,175,3
ZOEjRkMNBFDqzuq0MZVg8g,Florissant,MO,63033,3.0,12,1
mJ18FViO3b5_qX1WJwOl9A,Granite City,IL,62040,3.5,22,4
0hPp_rLhzOVZ0YRbojvSeQ,Philadelphia,PA,19135,4.0,55,3
urKBXfMAKw3zz2VgLYgwSQ,Westville,NJ,8093,3.0,13,1
Lp7L4FgsRwmlRpEgLD7pxQ,Boise,ID,83702,5.0,15,4
7zVlXkudkfhE9oZjtp_1IA,Tampa,FL,33619,4.0,262,3
99dN-202N0EzRqdaOA_eRQ,New Orleans,LA,70130,3.0,403,4
a8CrdVtlfa3JDoC_ADW8dA,Tampa,FL,33618,4.0,280,3
ysFWQ_XGmiN_sOgHmxKySQ,Cahokia,IL,62206,1.5,6,5
5FrKBCTmM__E3OS5AEwQdQ,Medford,NJ,8055,4.5,97,1
vp0vKOFCVC_Osc8PEe3GWw,North Wales,PA,19454,2.5,7,1
n-nLjX38SZ304Lw3iGXoZw,Indianapolis,IN,46204,4.0,296,2
PF0zJt5Oc_uQ4UlupWrMeg,Sewell,NJ,8080,3.0,5,5
bQ_R0bLvTWS4jHsF66MnZg,Tampa,FL,33618,3.0,58,2
c3bTW4kOYpIjibqoy-5i_w,Philadelphia,PA,19114,2.5,28,1
bq-o5jZb9ELIIm0sZFqj8Q,New Port Richey,FL,34654,2.5,18,3
DNvMHI_X3PEi9vTmMHO0Yg,New Castle,DE,19720,2.0,75,4
l3S_LsPam6ejdQo37V4kVg,Nashville,TN,37209,5.0,189,5
s7A2w90cVgFIsgXeDFFrcw,Riverside,NJ,8075,4.5,18,4
VNMnczVaPRkOLqASfOxPeg,Hendersonville,TN,37075,4.5,34,4
UU9jmX08ZRU9DLI36wsKnA,Tucson,AZ,85741,3.5,111,2
Lj0oSzrim8zGPozHbfbLyA,Green Valley,AZ,85614,2.5,72,5
jZ_tVIYc47iXuZe3AbsGjw,Nashville,TN,37216,3.5,10,2
rmXPAS-Ad3KDnu_p9SguVQ,Tampa,FL,33617,4.0,69,4
DG-CQ4rq3Xh4vn-cou10IQ,Willow Grove,PA,19090,1.5,7,2
3AuBDzor1qexJ5BM06M8rQ,Metairie,LA,70005,4.0,90,1
AEmQSOm1OKR5GhxZtTOXeA,New Orleans,LA,70112,3.0,7,4
88zDw9OjqiR17sGDA5iagw,New Britain,PA,18901,3.5,41,1
Tnuxlf361BJEtFMMvu8BVw,Trenton,NJ,8618,2.5,38,2
ETIyqDHJtwX3YUChlLAYtg,New Orleans,LA,70115,4.0,59,1
ZUwdkXBcXAxNnz0sQnw34A,Glen Mills,PA,19342,4.0,9,3
4MD7QPmJxr_IJKNjoHNmSg,Antioch,TN,37013,2.5,50,2
b9d9X2yhzxSVEbz_JIY_uA,New Orleans,LA,70119,4.5,66,2
BXqCw4xZwDNJJ-r5T-G6rA,Madeira Beach,FL,33708,3.0,394,2
RafsOHGD8SO_xc5Zljgbdg,New Port Richey,FL,34655,3.5,58,2
o5mH5Ric16JQB3cewSrZdQ,Saint Petersburg,FL,33713,5.0,116,4
Gdxuzb8s0yvb81Wa-ZFiHA,Hamilton Township,NJ,8610,4.5,23,5
qa-CZKEwd8eQcNdXXnLlzA,Metairie,LA,70006,3.5,76,2
M-ZZiixj7y5nbv7D2AGgfA,Hendersonville,TN,37075,1.5,22,1
EegNFBB2WIxv9iOOiTifxw,Lansdale,PA,19446,4.5,33,1
qdNRNugi-XWYFJ4N3DnInw,Nashville,TN,37206,4.0,11,3
nKI3YfvtERTKFOsjwfKqRg,Media,PA,19063,4.5,27,1
KMHsCQx4pRqIMdY7mWHOCQ,Saint Louis,MO,63103,4.0,121,5
qABtK9iRYJ2IiHV2iZ74Hg,Manchester,MO,63011,3.5,32,1
2h10228FGBXalIvesfeNQA,Nashville,TN,37213,4.5,14,4
K-Y2V0dAsuQF9GcrjHIMrw,Tampa,FL,33610,4.0,25,3
E7R9YF9rGIOL9Pd5fJwMAQ,Fairless Hills,PA,19030,4.5,11,1
ygBa4USC1GKWnV7pH5xwtA,Saint Louis,MO,63110,3.5,49,4
7u40cyMxw4iGosMdkesoEQ,New Orleans,LA,70114,2.0,10,3
88VeRtMw0AzU_l-AJAhzEA,Norristown,PA,19403,3.5,7,3
1kzNeQbACsnSGR0ubpsNbQ,Turnersville,NJ,8012,2.0,7,2
cQAH1C_t4RMsT2fQIGrDFw,Saint Louis,MO,63074,4.0,42,3
Tbc0uyY1O-Fc18FfTCDqIA,Philadelphia,PA,19122,3.5,10,4
13iPe4fzKIsNix-qWLFmWw,Bridgeton,MO,63044,2.0,7,5
KRitEKcE6ZDeget3GGRTsw,Atco,NJ,8004,4.0,6,3
42iv8H7NqN1f9fSz_NPf4g,Philadelphia,PA,19146,5.0,8,2
Gmj8oyfKmr0ezXaB2XVuOg,Nashville,TN,37217,5.0,18,2
gtuoRlBPqoTIEPrcfbIP-g,Tucson,AZ,85712,4.0,135,1
ZYJzr1diF0uwD4Wp7qkKxQ,Downingtown,PA,19335,1.5,8,5
zBfYuwdybeMHfLuUbO1Ung,Sparks,NV,89434,3.5,203,3
ajGUFDANNSnqUoLvZPCcPw,Philadelphia,PA,19103,3.0,124,4
4_CMbZf-GYd8CIPsf5cbuA,Indianapolis,IN,46237,3.5,10,1
E9AizolCwvTLmSPjsS8PSg,Marlton,NJ,8053,3.0,62,4
S_xC9Xf3FNm1Bz6DCLmSuQ,Millstadt,IL,62260,4.0,6,2
0-kdvVEyfkusVeWQVC5mqw,Indianapolis,IN,46219,4.5,39,3
5uoRXyHxs6nH_ORItDCoaQ,Kenner,LA,70065,3.5,62,2
NxaNxtANwgBM9G1vhUQiMQ,Reno,NV,89501,3.5,85,1
_F0la_3emyppzXUQr8cFmw,Elkins Park,PA,19027,3.5,6,4
uYMVRPYEqpmVXWN2xOs5KQ,Tampa,FL,33607,4.0,1154,1
t3PkHzVTvPA8qRxKe9TIkQ,Philadelphia,PA,19143,3.5,276,2
CSCiAmyh5veo4C3jkwjWqA,Maplewood,MO,63143,3.0,65,2
_W68O1txBhPTngnM0xqw9A,Largo,FL,33774,3.5,67,2
iRLFBbtyP8dpOKSFi6wXfg,Philadelphia,PA,19102,4.5,8,2
31U0rqVqWE1-lP9h3bP_mQ,Indianapolis,IN,46241,3.0,12,2
u5ut1O3T5m22ly6EATA6mQ,Sparks,NV,89441,3.5,65,2
wjJ4QBThuRUAz3m5-Wqxkg,Philadelphia,PA,19122,4.0,32,1
0dKjWJG5X9YGTNoFCfNedA,Florence,NJ,8518,3.5,38,3
FbTlPul0byYrG953tRCaXA,Hendersonville,TN,37075,4.0,210,3
s_s27migIYSCdx7Wx7igCw,Voorhees,NJ,8043,4.0,19,3
ZzoxYYz8FywBOs0xjrRpBA,Norristown,PA,19401,3.5,20,4
6Ozi0Q-Rw9jrpBB6EihzbA,Springfield,TN,37172,2.5,5,5
0w5CGasMnBI0R9tW7xxhAw,Sparks,NV,89434,4.0,404,5
m8oP_0XLWh6YaLDGPGiaKg,Indian Shores,FL,33785,4.0,173,1
8CfXhST1sJt6IH99PPEZYQ,Paulsboro,NJ,8066,1.5,23,1
