,postal_code,State,City,CountyName,2016,2017,2018,2019,2020,2021
21895,5077,VT,Tunbridge,Orange County,191528,197404,201946,205146,209606,232129
21896,44855,OH,North Fairfield,Huron County,100135,105718,109328,115421,118928,136898
21897,17064,PA,Mount Gretna,Lebanon County,224106,221700,238155,252940,266541,297954
21898,43356,OH,Waldo,Marion County,150396,159761,171354,184676,191012,212937
21899,5254,VT,Manchester,Bennington County,358485,357937,354235,362467,372477,412429
21900,56324,MN,Dalton,Otter Tail County,204064,216295,224102,232296,237698,266213
21902,18056,PA,Hereford Township,Berks County,158400,170622,191309,188776,199784,229846
21904,47354,IN,Losantville,Randolph County,91381,96056,102843,110170,116762,132513
21905,98943,WA,South Cle Elum,Kittitas County,203655,224711,246668,259023,277360,350476
21906,38554,TN,Crawford,Overton County,87333,89676,99303,108154,114153,128447
21907,45745,OH,Lower Salem,Washington County,85752,87015,90741,94787,99543,112483
21908,42215,KY,Cerulean,Christian County,132343,141067,150517,159623,166425,182441
21909,28072,NC,Salisbury,Rowan County,99974,104151,108988,118110,121264,151271
21910,38473,TN,Minor Hill,Giles County,76563,80350,82407,88614,97080,114068
21911,6778,CT,Litchfield,Litchfield County,226568,230352,236991,242715,257594,311955
21912,15076,PA,Russellton,Allegheny County,95142,97189,106168,104998,114669,142508
21913,31568,GA,White Oak,Camden County,140226,146351,159179,161537,175512,197696
21915,98650,WA,Trout Lake,Klickitat County,344046,380759,416784,453202,466814,542496
21916,92333,CA,Fawnskin,San Bernardino County,262884,271289,289492,299648,325719,421483
21917,62017,IL,Coffeen,Montgomery County,61320,64082,65205,67197,70206,73688
21919,50162,IA,Melbourne,Marshall County,114761,119398,125701,129740,132128,145022
21920,99118,WA,Curlew,Ferry County,146997,161114,170263,180090,181432,211127
21921,14037,NY,Bennington,Wyoming County,166674,175630,186598,200027,208357,231150
21922,65764,MO,Macks Creek,Camden County,108429,117068,121874,129035,134918,156788
21923,68662,NE,Shelby,Polk County,98685,106548,115681,122808,129382,147003
21924,83346,ID,Oakley,Cassia County,141815,157277,174601,190290,200515,228761
21925,84307,UT,Corinne,Box Elder County,184350,205989,229028,242794,273354,334748
21926,79111,TX,Amarillo,Potter County,68435,74557,73111,80142,91183,107951
21927,23964,VA,Red Oak,Mecklenburg County,79454,80372,84123,89480,93780,103821
21928,50447,IA,Kanawha,Hancock County,64229,64284,67980,70220,71277,76933
21929,16364,PA,Pinegrove Township,Venango County,111126,115761,124940,132456,136977,147835
21930,40464,KY,Parksville,Boyle County,74561,79099,83687,87948,89630,98352
21931,8241,NJ,Port Republic,Atlantic County,247724,214430,213823,231439,246189,307870
21932,13810,NY,Town Of New Lisbon,Otsego County,136583,143123,149131,155128,160382,174374
21933,42339,KY,Dunmor,Muhlenberg County,74728,74227,77621,82267,83660,88107
21934,15924,PA,Shade Township,Somerset County,42787,44071,43967,45753,48239,54468
21935,20144,VA,Delaplane,Fauquier County,580264,614019,627132,655637,700700,837947
21936,49724,MI,Dafter,Chippewa County,108033,107042,102755,107723,124553,149447
21937,57012,SD,Canistota,McCook County,126004,139765,150246,175574,189196,216761
21939,50071,IA,Dows,Wright County,54130,57914,58354,59947,61263,66630
21940,59930,MT,Rexford,Lincoln County,267073,278212,284943,297298,314896,371852
21943,51238,IA,Hospers,Sioux County,120391,130516,135409,142971,149200,162938
21944,21733,MD,Fairplay,Washington County,238880,253527,262351,268322,277858,316571
21945,66755,KS,Moran,Allen County,68199,74649,76757,83124,85723,91899
21946,73546,OK,Grandfield,Tillman County,40194,43138,39617,37651,40139,43954
21947,14859,NY,Town Of Barton,Tioga County,100619,105959,112845,119544,123827,137158
21948,61014,IL,Chadwick,Carroll County,93376,97092,99145,100372,100277,109176
21949,82325,WY,Grand Encampment,Carbon County,177375,179395,182856,190403,196807,220728
21950,95323,CA,Hickman,Stanislaus County,378111,405398,428316,451068,491849,591692
21951,98644,WA,Ilwaco,Pacific County,180926,193556,208101,211676,222170,270954
21952,95433,CA,Sonoma,Sonoma County,560728,598132,624544,619837,647961,740489
21953,53569,WI,Montfort,Grant County,98681,104019,109666,116792,121660,138839
21955,48727,MI,Clifford,Lapeer County,79587,89414,101509,109580,113072,139019
21956,57761,SD,New Underwood,Pennington County,162534,169592,176637,183813,185210,227457
21957,43728,OH,Chesterhill,Morgan County,74174,77712,80626,87665,92071,108031
21958,84724,UT,Elsinore,Sevier County,131359,142004,153356,162522,163526,199882
21959,31065,GA,Montrose,Laurens County,92411,100443,112115,117674,117658,135521
21960,62431,IL,Herrick,Shelby County,65223,71197,79935,85296,90927,99265
21962,95553,CA,Myers Flat,Humboldt County,388850,485394,464734,399220,405046,451676
21963,79852,TX,Terlingua,Brewster County,164449,172817,180047,183212,213449,237752
21964,49322,MI,Coral,Montcalm County,109586,116431,129373,139840,157107,187672
21965,99171,WA,Saint John,Whitman County,129220,143582,156001,164287,172251,204133
21966,4939,ME,Garland,Penobscot County,125779,129927,128995,117865,111652,143522
21967,1368,MA,Royalston,Worcester County,207436,221237,233767,232370,245474,279980
21968,69024,NE,Culbertson,Hitchcock County,103506,117453,126082,140476,147090,158571
21969,16872,PA,Miles Township,Centre County,158850,160821,157127,172973,181099,198408
21971,24565,VA,Java,Pittsylvania County,99859,101815,103544,107331,108959,119691
21972,2802,RI,Manville,Providence County,216850,235542,237208,237044,227958,265739
21973,18087,PA,Upper Macungie Township,Lehigh County,192638,199665,217563,225341,238324,279311
21974,63352,MO,Laddonia,Audrain County,71821,79184,82503,85887,89198,100175
21975,81091,CO,Weston,Las Animas County,176437,187243,198010,203966,203198,245225
21976,23874,VA,Newsoms,Southampton County,123161,125442,128428,131938,135767,148985
21978,20692,MD,Valley Lee,Saint Marys County,309332,320428,331819,336231,349124,395516
21979,93461,CA,Shandon,San Luis Obispo County,284014,296191,322288,337602,351682,412277
21980,67464,KS,Marquette,McPherson County,91491,97154,103306,107021,104410,111276
21982,95528,CA,Carlotta,Humboldt County,337397,382948,387768,364698,376177,421303
21983,51570,IA,Shelby,Shelby County,135185,137942,140348,146005,148808,162625
21985,61560,IL,Putnam,Putnam County,126112,135129,142000,147246,147504,160214
21987,42324,KY,Belton,Muhlenberg County,79182,77637,80212,86856,86849,91415
21988,65463,MO,Eldridge,Laclede County,115014,124725,131309,138204,144994,165262
21989,35554,AL,Eldridge,Walker County,72659,73153,75681,78643,82120,91431
21990,32426,FL,Campbellton,Jackson County,70698,76976,78950,81382,85943,99407
21991,88065,NM,Silver City,Grant County,115587,113165,116759,123273,125000,138303
21992,14841,NY,Town Of Hector,Schuyler County,156146,164073,177240,184628,190611,211108
21993,3243,NH,Hill,Merrimack County,174995,184757,197617,206118,222714,263341
21994,88339,NM,Cloudcroft,Otero County,172461,175501,187345,196227,197805,227785
21995,79042,TX,Happy,Swisher County,82217,86905,91508,94486,95459,108490
21996,11547,NY,Glenwood Landing,Nassau County,625332,645884,674387,690579,693923,734916
21997,18631,PA,Mifflinville,Columbia County,120935,126626,132578,135472,141145,152119
21998,71407,LA,Bentley,Grant Parish,122593,126566,129067,136937,137498,148188
21999,43456,OH,Put in Bay,Ottawa County,287047,295987,312677,330089,339880,375519
22001,8001,NJ,Alloway,Salem County,143634,149718,158872,153504,161489,198551
22003,2047,MA,Scituate,Plymouth County,443724,454412,479698,506620,517321,597851
22004,13157,NY,Sylvan Beach,Oneida County,102707,104580,115183,121632,125042,155980
22005,63447,MO,La Belle,Lewis County,57981,60166,59052,63897,63890,71992
22006,96087,CA,Redding,Shasta County,240863,260225,266305,275521,292819,348491
22007,53550,WI,Juda,Green County,112663,117114,124575,134679,140487,158515
22009,80457,CO,Kittredge,Jefferson County,306626,334988,352487,368647,394159,489989
22010,85920,AZ,Alpine,Apache County,215262,228979,241867,248781,263771,320850
22011,61933,IL,Kansas,Edgar County,50740,52976,55334,56208,54103,56949
22012,98351,WA,Longbranch,Pierce County,280754,308497,347297,377289,420138,515366
22013,77519,TX,Batson,Hardin County,113561,123215,129297,139968,145051,152964
22014,5471,VT,Montgomery,Franklin County,157235,160995,167877,172264,185118,205172
22015,4655,ME,Machiasport,Washington County,144321,141276,151935,159463,164581,190348
22016,56142,MN,Ivanhoe,Lincoln County,59289,63944,68104,70311,71349,81606
22017,31712,GA,Arabi,Crisp County,89878,93162,98538,103439,102746,109582
22018,39179,MS,Vaughan,Yazoo County,86563,80339,84751,83020,81360,85413
22020,56041,MN,Hanska,Brown County,160556,172697,186465,194277,193268,209315
22021,4961,ME,New Portland,Somerset County,99716,104669,106563,110413,119363,140121
22022,13081,NY,Town Of Genoa,Cayuga County,157568,160248,163718,174608,181374,204587
22023,52320,IA,Olin,Jones County,105623,108708,110877,114500,117338,126292
22024,64443,MO,Easton,Buchanan County,175742,188200,195898,193466,200219,227648
22025,23850,VA,Ford,Dinwiddie County,121369,122012,128602,135324,139514,156730
22026,60512,IL,Yorkville,Kendall County,218558,229249,238495,244895,248723,282839
22027,76228,TX,Bellevue,Clay County,95349,101066,108928,114834,112644,118180
22029,74083,OK,Wann,Nowata County,112691,119050,127753,136524,150881,192531
22030,68758,NE,Newman Grove,Madison County,85358,91455,96032,104390,113515,119547
22031,68402,NE,Malcolm,Lancaster County,254452,277745,303321,314558,331870,379715
22032,54895,WI,Weyerhaeuser,Rusk County,129571,129871,136929,142946,149040,169952
22033,99170,WA,Rosalia,Whitman County,136755,150497,163702,173988,182005,215515
22034,4978,ME,Smithfield,Somerset County,155062,159247,164446,170464,182591,215124
22036,79031,TX,Earth,Lamb County,40756,45356,49333,51725,53999,57814
22037,39144,MS,Pattison,Claiborne County,142476,153184,155520,147693,142346,148044
22040,22738,VA,Barboursville,Greene County,227997,235352,246256,261521,269068,299504
22041,26410,WV,Newburg,Preston County,68257,70485,74050,76360,72118,80720
22042,4617,ME,Brooksville,Hancock County,277228,280922,286070,290334,306239,342125
22043,12967,NY,Town of Lawrence,Saint Lawrence County,63594,65259,64113,68761,70360,82244
22044,20693,MD,Welcome,Charles County,328287,324233,335703,343445,360797,418468
22045,44699,OH,Tippecanoe,Harrison County,94139,100335,106952,114006,120849,137395
22046,55338,MN,Green Isle,Sibley County,137174,146244,157777,165379,172058,199690
22047,57035,SD,Humboldt,Minnehaha County,189851,202243,215222,229858,242809,281137
22048,79057,TX,McLean,Gray County,72916,73869,76572,78301,71376,75578
22049,63545,MO,Green City,Sullivan County,48175,48603,50296,53157,53239,54671
22050,16836,PA,Girard Township,Clearfield County,73878,77549,85086,87550,89817,102259
22052,43462,OH,Rudolph,Wood County,111727,115879,122957,121030,129130,144028
22053,45867,OH,Mount Blanchard,Hancock County,103106,111008,118708,126370,136404,148717
22054,68944,NE,Harvard,Clay County,49578,54403,56480,60294,61696,71793
22055,53522,WI,Browntown,Green County,131573,138734,142530,156039,156125,172589
22056,58652,ND,Richardton,Stark County,166423,174996,176559,182386,186309,194999
22057,71432,LA,Georgetown,Grant Parish,114086,115853,124419,129056,127951,126196
22058,96024,CA,Douglas City,Trinity County,300392,313023,324998,321448,324824,374446
22059,17021,PA,East Rutherford,Juniata County,122245,127263,132401,140501,147180,160731
22060,37171,TN,Southside,Montgomery County,177592,190158,203027,228077,241433,276039
22061,26705,WV,Terra Alta,Preston County,87701,90645,92804,96570,94522,101301
22063,54835,WI,Exeland,Sawyer County,83774,85154,96693,102722,109927,133008
22064,64770,MO,Montrose,Henry County,91167,94103,106295,119173,136226,164147
22065,4912,ME,Brighton Plantation,Somerset County,157434,144991,147703,145392,139429,156454
22066,95227,CA,Lockeford,San Joaquin County,522783,554869,629911,647522,690925,899693
22068,38454,TN,Duck River,Hickman County,125140,135556,144656,153114,162329,187928
22070,43013,OH,Hartford,Licking County,199890,193380,228867,241944,251199,293245
22071,49922,MI,Dollar Bay,Houghton County,146811,146524,154576,150999,146694,163725
22072,38380,TN,Sugar Tree,Decatur County,86747,91155,96889,100766,104441,116381
22073,72523,AR,Concord,Cleburne County,72742,79108,84599,86706,88982,97721
22074,65534,MO,Laquey,Pulaski County,145202,148365,154446,160267,157367,167578
22075,5051,VT,Newbury,Orange County,148107,149036,155145,164417,175064,209128
22076,46035,IN,Colfax,Clinton County,82512,88476,94248,102134,110542,125556
22078,50846,IA,Fontanelle,Adair County,74721,77649,81936,84864,86430,92912
22079,41544,KY,McCarr,Pike County,40058,40879,42332,43607,43560,46623
22080,14740,NY,Town Of Gerry,Chautauqua County,94879,97131,99723,103893,117237,132798
22081,87418,NM,La Plata,San Juan County,138045,144140,137962,152481,169753,206837
22082,49827,MI,Engadine,Mackinac County,69140,75346,86811,82586,91722,112861
22083,14822,NY,Canaseraga,Allegany County,57196,60914,65640,68472,71395,76868
22084,64484,MO,Rushville,Buchanan County,110923,114471,118277,122621,117990,136677
22085,43451,OH,Portage,Wood County,122606,126637,137742,140598,151344,166682
22086,73432,OK,Coleman,Johnston County,114769,127529,129974,146666,150798,168193
22087,21912,MD,Warwick,Cecil County,299194,320987,335425,346143,362320,411049
22088,99155,WA,Nespelem,Okanogan County,73736,83420,92792,98131,94766,114611
22090,54488,WI,Unity,Clark County,85406,89940,97089,102563,107332,123646
22091,72469,AR,Strawberry,Lawrence County,65694,69784,74549,77350,81013,90265
22092,3853,NH,Tuftonboro,Carroll County,481486,506499,545220,565783,594209,727318
22093,43843,OH,Walhonding,Coshocton County,115785,126172,138859,150863,158331,180780
22094,71838,AR,Fulton,Hempstead County,39233,38305,38948,40510,41739,45547
22095,29934,SC,Garnett,Jasper County,80544,84530,92793,99447,103325,118226
22096,61488,IL,Wataga,Knox County,75586,77584,80606,83641,83507,88855
22097,27843,NC,Hobgood,Halifax County,35249,36059,37387,39016,39476,48032
22098,61490,IL,Woodhull,Henry County,93790,97501,101256,104853,107074,115063
22099,46340,IN,Hanna,La Porte County,145044,155927,165619,173512,182297,205351
22100,56686,MN,Williams,Lake of the Woods County,123391,120031,127043,134816,139799,161739
22101,74574,OK,Tuskahoma,Pushmataha County,85476,86925,84237,87443,95826,111312
22102,51461,IA,Schleswig,Crawford County,80669,84338,90726,93822,97658,106557
22103,16020,PA,Venango Township,Butler County,173051,180742,177045,173549,183220,224943
22105,13788,NY,Town of Stamford,Delaware County,118578,122609,126541,131216,137646,155825
22106,55929,MN,Dover,Olmsted County,211629,228828,247122,260566,275180,303104
22107,29828,SC,Gloverville,Aiken County,47801,43951,46180,45254,52769,54274
22108,72773,AR,Wesley,Madison County,110902,114605,120853,129394,135866,156059
22109,44628,OH,Glenmont,Holmes County,118027,127600,138365,148844,155592,177001
22111,52037,IA,Delmar,Clinton County,164392,168631,178567,186323,182490,165758
22112,53582,WI,Ridgeway,Iowa County,136437,144278,154214,163889,168929,191381
22114,95701,CA,Alta,Placer County,307745,338341,354113,359810,361434,408308
22115,5037,VT,West Windsor,Windsor County,247039,241928,249375,245618,236825,260948
22116,54465,WI,Pickerel,Forest County,153225,161805,172255,178453,180940,200944
22117,97865,OR,Mount Vernon,Grant County,146850,156381,164577,164199,168310,191703
22118,82649,WY,Shoshoni,Fremont County,120476,121274,123078,128731,132012,143055
22119,47020,IN,Florence,Switzerland County,116870,122091,132158,141615,145767,167330
22120,16854,PA,Millheim,Centre County,152264,153543,153439,162923,173996,189318
22121,17255,PA,Dublin Township,Huntingdon County,110754,113439,117809,125156,129192,145259
22122,30426,GA,Girard,Burke County,81940,86466,95555,100921,105786,118274
22123,67416,KS,Assaria,Saline County,159516,162991,170521,174746,180494,201732
22124,24147,VA,Rich Creek,Giles County,78545,82272,85587,89565,92654,107348
22125,71950,AR,Daisy,Pike County,83043,84750,86555,89598,90946,103116
22127,79052,TX,Kress,Swisher County,58803,61162,63917,65480,62516,74734
22129,13485,NY,Town Of Edmeston,Otsego County,91900,96186,102752,106151,108560,121858
22130,56580,MN,Sabin,Clay County,200640,207300,218100,217526,223056,251666
22131,45898,OH,Willshire,Van Wert County,74049,77611,80929,86181,89550,100297
22132,28082,NC,Concord,Cabarrus County,120125,132838,143977,163410,181037,234445
22133,56314,MN,Bowlus,Morrison County,187364,201788,211888,223424,228405,257215
22134,41645,KY,Langley,Floyd County,43823,43639,47346,49239,47341,49487
22135,56579,MN,Rothsay,Wilkin County,148448,159969,171769,179994,186029,208710
22136,5649,VT,Orange,Orange County,150125,154808,159454,160830,161156,180679
22137,95017,CA,Davenport,Santa Cruz County,873993,954987,1034623,1007506,1008298,1032615
22138,13752,NY,Town Of Hamden,Delaware County,158732,165033,172113,177157,183459,204574
22140,76635,TX,Coolidge,Limestone County,78576,83669,87610,90955,92572,104651
22141,29469,SC,Pinopolis,Berkeley County,273176,287051,309322,320818,335661,401356
22142,72537,AR,Gamaliel,Baxter County,131919,137971,139363,146332,147282,164225
22143,56176,MN,Trimont,Martin County,77596,84111,91124,95138,97568,110426
22144,24185,VA,Woolwine,Patrick County,115634,116395,117926,120710,126463,150606
22146,3740,NH,Bath,Grafton County,164262,170689,176827,186166,187753,227479
22147,12985,NY,Town of Peru,Clinton County,103869,114610,121338,129002,131192,144800
22148,25252,WV,Le Roy,Jackson County,76592,78134,84392,88073,90621,100985
22149,79526,TX,Hermleigh,Scurry County,99235,108219,116904,125727,131244,150634
22150,13303,NY,Western,Oneida County,144192,148806,158590,166027,169071,195817
22151,20658,MD,Marbury,Charles County,221811,232692,243809,241395,255032,299304
22152,73766,OK,Pond Creek,Grant County,63936,65427,71152,77017,82805,91246
22154,10501,NY,Town Of Somers,Westchester County,531735,551973,546346,531410,553541,633261
22155,30660,GA,Rayle,Wilkes County,84556,86280,94660,99902,101119,113383
22156,29133,SC,Rowesville,Orangeburg County,60181,61544,64577,67505,66304,70346
22157,83553,ID,Weippe,Clearwater County,93750,101958,114552,119447,126721,150507
22158,61733,IL,Deer Creek,Tazewell County,122572,123864,124075,124758,131127,140001
22159,25081,WV,Madison,Boone County,103088,106149,108304,110229,117301,124414
22160,74333,OK,Bluejacket,Craig County,136929,138289,143554,152336,165344,185538
22161,22627,VA,Flint Hill,Rappahannock County,372689,385565,406071,422490,435681,487976
22162,83234,ID,Downey,Bannock County,111945,119006,138497,145960,153350,194473
22163,61884,IL,White Heath,Piatt County,223427,231458,234748,241542,245561,267393
22165,27314,NC,Prospect Hill,Caswell County,148602,160442,173759,184462,190893,222253
22166,38486,TN,Westpoint,Lawrence County,67554,73740,80680,88650,99796,113808
22168,54427,WI,Eland,Marathon County,115683,126635,130258,138197,142751,161285
22169,76934,TX,Carlsbad,Tom Green County,95924,108006,119114,126085,126303,138127
22171,51525,IA,Carson,Pottawattamie County,141782,143932,145364,148823,159553,172522
22172,70732,LA,Fordoche,Pointe Coupee Parish,120907,126475,121672,128381,133450,145151
22173,47847,IN,Dana,Vermillion County,64310,70198,75764,79482,83662,95614
22174,78948,TX,Lincoln,Lee County,218388,237573,253080,266021,276418,321505
22175,13864,NY,Town of Candor,Tioga County,108780,112980,119655,123954,127962,138044
22176,68863,NE,Overton,Dawson County,110559,117175,126026,136399,138269,151096
22177,58718,ND,Berthold,Ward County,305120,294014,279149,269759,279458,291855
22178,12824,NY,Town of Bolton,Warren County,388323,405587,402427,425134,428761,519277
22179,49716,MI,Brutus,Cheboygan County,163616,173548,179881,189210,198654,227764
22180,97011,OR,Brightwood,Clackamas County,267803,288930,316605,332200,357234,429132
22181,51234,IA,Boyden,Sioux County,132211,142248,147814,155659,163852,177518
22182,97543,OR,Grants Pass,Josephine County,308479,330772,357946,341806,376527,461545
22183,73655,OK,Lone Wolf,Kiowa County,47308,49818,52953,56137,55686,63441
22184,51573,IA,Stanton,Montgomery County,96800,98135,100341,104620,106187,113847
22185,75439,TX,Ector,Fannin County,99479,103968,109456,116852,121630,136283
22186,42069,KY,Melber,Graves County,125745,129286,134285,139546,141460,160775
22187,24827,WV,Amherstdale,Logan County,49029,47351,44953,45199,46408,51604
22188,36370,AL,Pansey,Houston County,91838,99881,100610,99866,108187,131087
22190,86018,AZ,Parks,Coconino County,288793,313067,331603,345695,372114,483062
22191,58261,ND,Minto,Walsh County,107723,107324,105464,103334,105076,106561
22192,43445,OH,Martin,Ottawa County,132994,138393,143335,151391,156956,175411
22193,61420,IL,Blandinsville,McDonough County,49512,52170,54862,57236,57221,61246
22195,57055,SD,Renner,Minnehaha County,268890,284013,300633,322113,333613,385882
22196,54763,WI,Ridgeland,Dunn County,97855,103463,108585,115895,123159,143072
22197,16224,PA,Redbank Township,Clarion County,81207,85233,88765,93309,97542,104924
22198,72436,AR,Lafe,Greene County,71243,76221,78542,81806,84161,94020
22199,54750,WI,Maiden Rock,Pierce County,147898,155970,165354,175710,179685,200283
22200,41174,KY,South Shore,Greenup County,61510,66070,69407,72758,71595,77383
22201,36511,AL,Bon Secour,Baldwin County,145215,154120,162170,167324,180675,212758
22202,82223,WY,Lingle,Goshen County,163705,168719,177176,187368,193983,215154
22204,4623,ME,Columbia Falls,Washington County,82915,85425,92994,99722,100768,120178
22205,64448,MO,Faucett,Buchanan County,175473,185062,191341,189345,214045,235529
22206,29037,SC,Chappells,Newberry County,133162,141380,150762,158679,154832,172960
22207,13464,NY,Town of Smyrna,Chenango County,80810,83171,85214,88990,94190,105151
22208,8317,NJ,Weymouth Township,Atlantic County,175615,181543,175028,189715,213196,252867
22209,56285,MN,Sacred Heart,Renville County,95031,99939,105489,109514,109578,121713
22210,16640,PA,White Township,Cambria County,89991,93767,111319,110862,115709,132219
22211,29564,SC,Lane,Williamsburg County,44392,46160,43260,43583,43768,48244
22212,17774,PA,Jordan Township,Lycoming County,197906,195292,196682,192115,198930,209569
22213,45382,OH,West Manchester,Preble County,105723,109014,114152,120538,125939,140957
22214,61931,IL,Humboldt,Coles County,72030,75018,78603,79311,77143,86519
22215,79043,TX,Hart,Castro County,91446,93937,98016,98488,98514,119145
22217,4422,ME,Charleston,Penobscot County,130547,134914,143819,142682,151443,186897
22218,49874,MI,Powers,Menominee County,99928,100308,86908,87939,85672,102609
22219,77010,TX,Houston,Harris County,445023,449245,446971,442261,446273,504529
22220,68924,NE,Axtell,Kearney County,146628,161237,171853,182035,187553,203088
22221,54418,WI,Bryant,Langlade County,104212,107357,110189,115745,120883,135379
22222,89025,NV,Moapa,Clark County,194782,201170,214811,231920,256434,323743
22223,45863,OH,Middle Point,Van Wert County,77798,82609,85422,89858,93807,107733
22224,75976,TX,Alto,Cherokee County,73528,78695,79602,81182,81546,89891
22225,76621,TX,Abbott,Hill County,126207,135492,143559,151013,157723,176463
22226,73481,OK,Ratliff City,Carter County,55044,58539,58527,61282,67551,74628
22227,66546,KS,Wakarusa,Shawnee County,178910,188351,194537,203758,220822,251308
22228,63954,MO,Neelyville,Butler County,66463,71721,72302,72022,68797,75053
22230,17228,PA,Licking Creek Township,Fulton County,123124,126681,131050,132177,134539,146947
22231,74931,OK,Bunch,Adair County,73712,78895,82591,78122,79140,89009
22232,11972,NY,Eastport,Suffolk County,457878,473882,521475,532365,558534,662451
22233,29941,SC,Sheldon,Beaufort County,1704134,1662105,1634189,1723379,1820631,1959364
22234,45160,OH,Owensville,Clermont County,107712,119084,126189,134768,144067,169291
22235,74875,OK,Tryon,Lincoln County,89166,94417,100606,102796,109705,124769
22236,55969,MN,Rollingstone,Winona County,180562,190409,199563,209164,214491,236014
22237,61413,IL,Alpha,Henry County,89608,93262,96845,100073,102387,109852
22238,31071,GA,Pineview,Wilcox County,60733,63298,68032,72010,72135,79686
22240,72084,AR,Leola,Grant County,65314,68338,69966,69838,70262,76111
22241,23442,VA,Temperanceville,Accomack County,135116,136873,135524,141681,143236,159821
22242,51577,IA,Walnut,Pottawattamie County,115428,115015,123992,131900,133763,135229
22243,66753,KS,McCune,Crawford County,73772,75576,76573,82204,83369,91606
22244,13680,NY,Rensselaer Falls,Saint Lawrence County,65273,63793,63837,68618,71585,86518
22245,83524,ID,Culdesac,Nez Perce County,201686,219843,239499,257869,270131,312333
22247,13635,NY,Harrisville,Saint Lawrence County,49403,48804,50614,54603,57105,68983
22248,71331,LA,Effie,Avoyelles Parish,133129,135784,138808,140012,132368,141766
22249,4568,ME,South Bristol,Lincoln County,352979,388549,400988,409926,430936,510499
22250,5158,VT,Westminster,Windham County,154629,155493,164262,169609,173780,206847
22251,5836,VT,Hardwick,Caledonia County,141732,145789,150134,156523,162857,189564
22252,13739,NY,Town Of Kortright,Delaware County,141813,146442,151446,155056,159212,174507
22253,56578,MN,Rochert,Becker County,234249,246941,265012,278241,284406,312305
22254,20617,MD,Bryantown,Charles County,348549,362101,368778,373804,391101,458101
22255,50632,IA,Garwin,Tama County,84404,86001,91609,89518,90867,101000
22256,61742,IL,Goodfield,Woodford County,233744,245480,251308,255824,261459,282485
22257,46987,IN,Sweetser,Grant County,101697,105750,112027,118735,121505,136428
22259,56068,MN,Minnesota Lake,Faribault County,104522,109826,115620,122845,129159,146737
22260,50238,IA,Russell,Lucas County,68512,70262,75603,80514,85776,86873
22261,14815,NY,Town Of Tyrone,Schuyler County,136836,148297,156927,162135,166406,183566
22262,89402,NV,Incline Village,Washoe County,1601003,1682959,1732256,1790327,1873190,2427370
22264,72471,AR,Swifton,Jackson County,43924,47003,52725,58029,60706,61312
22265,44804,OH,Arcadia,Hancock County,103981,115548,122269,129270,139667,153861
22266,83342,ID,Malta,Cassia County,161965,177317,189637,198406,202820,257600
22267,4745,OK,Temple,Cotton County,76430,78141,78647,79594,77732,89218
22268,3875,NH,Madison,Carroll County,232046,244606,263190,275577,281933,378765
22269,21662,MD,Royal Oak,Talbot County,584890,593217,637668,636860,637999,779872
22270,55708,MN,Biwabik,Saint Louis County,72941,76985,80230,79349,82060,89955
22271,64096,MO,Waverly,Lafayette County,75828,79705,85868,91106,96129,111546
22272,26739,WV,Mount Storm,Grant County,69043,71963,83058,83295,81239,87137
22273,21778,MD,Rocky Ridge,Frederick County,254020,273206,283519,291410,299647,348543
22274,51058,IA,Sutherland,O Brien County,59855,63290,65188,67343,69718,77229
22275,56137,MN,Heron Lake,Jackson County,82190,89839,94368,102316,105096,118492
22276,96109,CA,Doyle,Lassen County,117690,124035,129855,131434,134740,157706
22277,49835,MI,Garden,Delta County,118315,121168,125336,128832,129654,145355
22278,54653,WI,Rockland,La Crosse County,146285,159366,171812,177520,187839,215692
22279,54137,WI,Krakow,Shawano County,146099,157372,167377,175391,181908,204066
22280,78932,TX,Carmine,Fayette County,306877,323830,341152,367189,385957,436907
22282,50106,IA,Gilman,Marshall County,100461,104271,107563,108408,108090,115902
22284,81143,CO,Moffat,Saguache County,99318,111467,126249,129395,139274,161592
22285,22832,VA,Keezletown,Rockingham County,219392,225166,233199,241905,251694,280200
22286,68633,NE,Dodge,Dodge County,106796,114234,122877,130077,133735,154741
22287,35575,AL,Lynn,Winston County,55933,58789,63530,63829,69291,75559
22288,95306,CA,Catheys Valley,Mariposa County,314867,331709,347415,354231,361381,414282
22289,77533,TX,Daisetta,Liberty County,69243,67683,71655,76717,76205,87729
22290,4424,ME,Weston,Aroostook County,108496,108788,115437,119350,123101,143402
22291,98279,WA,Olga,San Juan County,524410,563112,603916,632392,657831,774100
22292,40104,KY,Battletown,Meade County,120043,126053,131543,137226,140794,156618
22293,24578,VA,Natural Bridge,Rockbridge County,180568,185991,189738,198253,203241,224635
22294,75489,TX,Whitewright,Grayson County,120484,140676,158542,171148,185626,219127
22295,38579,TN,Quebeck,White County,115840,126706,131551,141133,155951,176789
22296,68956,NE,Kenesaw,Adams County,117421,123119,132808,140602,143256,159993
22297,4859,ME,St George,Knox County,278854,284381,291492,303292,305485,355945
22298,49847,MI,Hermansville,Menominee County,75052,82715,81802,82801,84555,102769
22300,82842,WY,Banner,Sheridan County,271958,275069,283040,294266,306014,343310
22301,21657,MD,Queen Anne,Queen Annes County,245294,256759,262903,271216,281567,334842
22302,47991,IN,West Lebanon,Warren County,60753,67672,73533,77076,82776,96206
