postal_code,Mexican,Chinese,Italian,Cafe,Fastfood,Mexican_stars,Chinese_stars,Italian_stars,Cafe_stars,Fastfood_stars,Mexican_review_count,Chinese_review_count,Italian__review_count,Cafe_review_count,Fastfood_review_count,Neighborhood Tiers
19525,4.0,5.0,5.0,2.0,0.0,2.9,2.8,2.9,2.5,0.0,99.0,98.0,78.0,14.0,0.0,Tier2
19702,13.0,8.0,6.0,9.0,7.0,3.3,2.8,3.6,3.1,3.3,689.0,465.0,334.0,318.0,759.0,Tier2
19703,5.0,3.0,3.0,2.0,4.0,2.8,3.0,2.5,3.8,3.2,236.0,62.0,74.0,98.0,121.0,Tier3
19707,7.0,6.0,5.0,7.0,6.0,3.8,3.4,3.6,3.9,3.5,408.0,255.0,302.0,225.0,573.0,Tier1
19710,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,89.0,0.0,Tier1
19711,4.0,4.0,1.0,4.0,7.0,3.4,4.0,4.0,4.0,3.2,315.0,354.0,6.0,489.0,127.0,Tier2
19713,10.0,5.0,12.0,9.0,12.0,3.0,3.8,3.4,3.3,3.0,361.0,897.0,1704.0,456.0,884.0,Tier3
19720,14.0,18.0,22.0,18.0,14.0,3.6,3.2,3.2,3.3,3.4,589.0,602.0,550.0,566.0,251.0,Tier3
19801,13.0,21.0,24.0,18.0,12.0,3.5,3.5,3.6,3.9,3.8,260.0,2035.0,1019.0,1102.0,1327.0,Tier3
19802,4.0,4.0,1.0,5.0,3.0,3.5,3.5,4.5,4.1,2.3,87.0,53.0,15.0,124.0,31.0,Tier3
19803,12.0,17.0,10.0,11.0,19.0,3.5,3.2,3.2,3.4,3.2,1043.0,1327.0,252.0,706.0,1413.0,Tier2
19804,5.0,5.0,8.0,4.0,6.0,3.9,3.8,3.6,3.2,3.3,131.0,206.0,361.0,43.0,112.0,Tier3
19805,14.0,11.0,16.0,10.0,11.0,3.6,4.0,3.8,3.6,4.0,570.0,500.0,816.0,234.0,279.0,Tier3
19806,5.0,6.0,3.0,4.0,11.0,3.4,3.8,3.8,3.6,3.8,159.0,667.0,346.0,315.0,829.0,Tier2
19807,0.0,4.0,3.0,1.0,2.0,0.0,4.0,4.0,3.5,3.5,0.0,180.0,178.0,219.0,274.0,Tier1
19808,16.0,17.0,22.0,19.0,14.0,3.2,3.7,3.3,3.0,2.9,845.0,1024.0,922.0,680.0,378.0,Tier2
19809,6.0,2.0,2.0,6.0,3.0,3.5,2.8,3.2,3.8,3.7,327.0,29.0,23.0,318.0,121.0,Tier2
19810,8.0,7.0,15.0,8.0,8.0,3.4,3.4,3.7,3.4,3.6,573.0,281.0,1172.0,526.0,482.0,Tier2
28801,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,Tier2
32246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,Tier2
33510,2.0,2.0,6.0,1.0,2.0,4.8,3.0,3.8,4.5,3.5,220.0,38.0,322.0,33.0,21.0,Tier2
33511,34.0,38.0,38.0,52.0,51.0,3.5,3.6,3.4,3.4,3.3,4621.0,3211.0,4704.0,5572.0,5905.0,Tier2
33525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,9.0,0.0,Tier2
33527,1.0,1.0,1.0,0.0,2.0,4.0,4.0,2.0,0.0,3.5,8.0,8.0,5.0,0.0,31.0,Tier2
33534,3.0,4.0,1.0,0.0,6.0,4.8,3.1,3.0,0.0,3.8,76.0,184.0,31.0,0.0,203.0,Tier2
33541,3.0,1.0,2.0,2.0,1.0,2.8,3.5,2.5,4.5,3.5,157.0,7.0,20.0,203.0,11.0,Tier2
33542,6.0,6.0,2.0,5.0,8.0,3.8,3.8,2.8,3.7,3.9,278.0,288.0,13.0,124.0,703.0,Tier3
33543,12.0,6.0,7.0,17.0,10.0,3.4,3.5,3.6,3.1,2.9,1082.0,395.0,1161.0,1562.0,586.0,Tier1
33544,17.0,13.0,16.0,12.0,8.0,3.3,3.4,3.6,3.9,3.5,1621.0,706.0,1463.0,1051.0,1023.0,Tier1
33545,3.0,4.0,0.0,1.0,1.0,3.0,3.6,0.0,1.5,4.5,72.0,804.0,0.0,17.0,118.0,Tier1
33547,5.0,4.0,3.0,5.0,1.0,3.2,2.8,3.5,2.6,3.5,103.0,81.0,331.0,167.0,27.0,Tier1
33548,3.0,5.0,6.0,2.0,2.0,4.2,3.6,2.9,4.2,4.0,139.0,468.0,278.0,24.0,165.0,Tier1
33549,9.0,9.0,3.0,3.0,10.0,3.2,3.6,3.2,4.0,3.6,694.0,458.0,170.0,55.0,579.0,Tier2
33556,7.0,8.0,6.0,7.0,3.0,3.7,3.8,3.3,3.1,2.8,444.0,207.0,186.0,284.0,76.0,Tier1
33558,7.0,5.0,5.0,6.0,6.0,3.6,3.4,3.7,3.8,3.4,764.0,141.0,620.0,204.0,456.0,Tier1
33559,12.0,15.0,11.0,11.0,9.0,3.3,3.8,4.0,3.3,3.2,1396.0,1144.0,790.0,750.0,1190.0,Tier2
33563,12.0,15.0,13.0,18.0,9.0,3.2,3.7,3.2,3.4,3.3,859.0,566.0,407.0,747.0,377.0,Tier3
33565,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,35.0,419.0,0.0,0.0,0.0,Tier2
33566,4.0,7.0,2.0,3.0,4.0,2.8,2.7,3.2,3.3,2.8,67.0,142.0,107.0,154.0,37.0,Tier2
33567,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.5,5.0,0.0,0.0,0.0,29.0,Tier2
33569,13.0,3.0,10.0,5.0,6.0,3.1,3.7,3.1,3.3,2.7,493.0,110.0,1013.0,316.0,202.0,Tier2
33570,8.0,7.0,7.0,6.0,7.0,3.9,3.3,3.1,3.8,3.9,639.0,339.0,486.0,460.0,553.0,Tier2
33572,6.0,7.0,6.0,4.0,5.0,3.0,3.5,3.6,4.0,3.3,1100.0,255.0,370.0,311.0,226.0,Tier1
33573,3.0,5.0,3.0,2.0,10.0,1.8,2.5,3.2,2.8,3.4,113.0,171.0,217.0,76.0,593.0,Tier2
33576,5.0,0.0,1.0,1.0,2.0,3.8,0.0,5.0,3.5,3.0,405.0,0.0,14.0,27.0,79.0,Tier2
33578,26.0,19.0,20.0,20.0,18.0,3.4,3.4,3.7,3.2,3.2,2050.0,1289.0,2059.0,1480.0,1535.0,Tier2
33579,4.0,4.0,4.0,4.0,4.0,3.9,3.1,3.2,3.6,2.6,490.0,148.0,571.0,394.0,366.0,Tier2
33584,5.0,11.0,7.0,8.0,10.0,2.7,3.3,3.2,2.4,3.6,126.0,332.0,527.0,159.0,754.0,Tier2
33592,0.0,3.0,2.0,1.0,0.0,0.0,3.8,4.0,4.0,0.0,0.0,46.0,36.0,5.0,0.0,Tier2
33594,10.0,5.0,5.0,6.0,6.0,3.1,3.3,3.2,3.8,3.4,277.0,300.0,152.0,327.0,220.0,Tier2
33596,6.0,7.0,8.0,5.0,3.0,3.2,3.4,3.6,3.7,4.3,217.0,571.0,430.0,223.0,350.0,Tier2
33598,2.0,2.0,1.0,0.0,2.0,4.2,4.0,5.0,0.0,4.0,77.0,11.0,16.0,0.0,27.0,Tier2
33602,32.0,34.0,28.0,33.0,38.0,3.9,3.7,3.7,3.8,3.8,2666.0,4527.0,4724.0,7337.0,6429.0,Tier1
33603,6.0,7.0,6.0,10.0,11.0,4.4,4.4,4.1,3.6,3.9,587.0,785.0,911.0,2295.0,1526.0,Tier2
33604,16.0,15.0,20.0,15.0,17.0,3.8,3.7,3.9,3.6,3.7,2032.0,1032.0,1814.0,899.0,2784.0,Tier3
33605,13.0,20.0,13.0,13.0,21.0,3.5,4.0,3.8,4.0,3.9,2432.0,2897.0,2776.0,4879.0,2351.0,Tier3
33606,21.0,20.0,30.0,20.0,24.0,3.6,3.7,3.8,4.0,4.0,4854.0,3256.0,9847.0,3397.0,7897.0,Tier1
33607,30.0,40.0,42.0,49.0,43.0,3.9,3.7,3.5,3.3,3.6,5186.0,5274.0,7500.0,6180.0,4610.0,Tier2
33609,16.0,17.0,23.0,29.0,17.0,3.8,3.7,3.5,3.8,3.5,1952.0,2775.0,4243.0,6750.0,2898.0,Tier1
33610,13.0,15.0,18.0,16.0,11.0,3.5,3.1,3.6,3.3,3.4,1089.0,427.0,1745.0,396.0,441.0,Tier3
33611,24.0,18.0,17.0,14.0,15.0,3.6,3.6,3.5,4.0,3.5,2052.0,1704.0,1719.0,1041.0,1677.0,Tier2
33612,27.0,35.0,26.0,41.0,32.0,3.6,3.1,3.2,3.4,3.6,1917.0,2008.0,2038.0,3157.0,2601.0,Tier3
33613,13.0,14.0,14.0,2.0,15.0,3.2,3.7,3.8,3.5,3.8,1047.0,1393.0,2141.0,210.0,1026.0,Tier2
33614,15.0,15.0,23.0,19.0,14.0,3.4,3.5,3.6,3.7,3.9,1603.0,1122.0,1625.0,643.0,898.0,Tier3
33615,14.0,22.0,7.0,18.0,12.0,3.6,3.4,3.1,3.7,3.8,911.0,1975.0,169.0,788.0,660.0,Tier2
33616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Tier2
33617,13.0,17.0,27.0,27.0,10.0,3.5,3.7,3.6,3.4,3.5,531.0,1424.0,1742.0,2353.0,524.0,Tier3
33618,27.0,22.0,26.0,32.0,23.0,3.8,3.5,3.5,3.6,3.7,3131.0,2793.0,3682.0,3621.0,2134.0,Tier2
33619,19.0,9.0,14.0,18.0,19.0,3.8,2.7,3.8,3.1,3.4,1707.0,398.0,2188.0,650.0,593.0,Tier3
33624,8.0,6.0,3.0,7.0,8.0,3.8,3.4,4.0,3.1,4.0,483.0,550.0,130.0,414.0,552.0,Tier2
33625,9.0,10.0,13.0,5.0,10.0,3.7,3.0,3.0,3.2,3.7,388.0,633.0,850.0,197.0,677.0,Tier2
33626,9.0,14.0,7.0,7.0,12.0,3.6,3.9,3.5,3.3,3.3,1457.0,2023.0,882.0,823.0,878.0,Tier1
33629,15.0,18.0,17.0,7.0,20.0,3.9,3.6,4.0,4.3,4.0,1311.0,2439.0,2708.0,739.0,6351.0,Tier1
33634,11.0,13.0,14.0,14.0,10.0,3.5,3.6,3.4,3.7,3.6,362.0,812.0,2461.0,1507.0,312.0,Tier2
33635,2.0,7.0,5.0,8.0,4.0,4.2,3.6,3.5,3.4,4.2,164.0,345.0,535.0,1072.0,136.0,Tier2
33637,5.0,1.0,3.0,0.0,2.0,3.9,3.5,3.8,0.0,2.8,246.0,124.0,60.0,0.0,60.0,Tier3
33647,21.0,17.0,18.0,12.0,26.0,3.6,3.7,3.7,3.3,3.4,1515.0,1498.0,2310.0,1061.0,2007.0,Tier1
33701,34.0,42.0,27.0,41.0,26.0,3.9,4.0,4.1,3.8,3.9,7165.0,9310.0,4188.0,6084.0,4259.0,Tier1
33702,9.0,9.0,4.0,12.0,15.0,3.0,3.2,3.4,3.5,3.5,2013.0,1300.0,378.0,629.0,1386.0,Tier2
33703,5.0,9.0,3.0,7.0,3.0,4.2,3.7,4.3,3.3,3.5,907.0,1125.0,233.0,1073.0,154.0,Tier2
33704,9.0,12.0,7.0,4.0,8.0,3.6,3.7,3.6,3.1,3.8,1470.0,1486.0,830.0,245.0,635.0,Tier1
33705,6.0,8.0,7.0,10.0,8.0,3.8,4.1,4.0,4.2,4.1,1258.0,674.0,2289.0,3321.0,1729.0,Tier2
33706,24.0,28.0,26.0,27.0,23.0,3.9,3.8,3.8,3.8,4.1,4497.0,6859.0,9410.0,6359.0,4715.0,Tier1
33707,10.0,13.0,11.0,16.0,12.0,4.2,3.7,3.9,3.9,4.0,592.0,915.0,1890.0,1949.0,858.0,Tier2
33708,11.0,15.0,7.0,18.0,18.0,4.0,3.8,4.1,3.8,3.7,2097.0,3231.0,3730.0,2183.0,3542.0,Tier1
33709,8.0,12.0,11.0,7.0,11.0,3.6,3.5,3.2,3.7,3.5,474.0,882.0,307.0,603.0,858.0,Tier3
33710,18.0,19.0,12.0,17.0,13.0,3.2,3.4,3.8,3.3,3.7,1109.0,1259.0,754.0,985.0,1101.0,Tier2
33711,7.0,3.0,7.0,6.0,8.0,2.7,2.5,3.6,2.7,2.9,354.0,309.0,239.0,287.0,300.0,Tier3
33712,5.0,6.0,10.0,5.0,6.0,4.1,3.4,4.3,4.2,3.6,399.0,303.0,430.0,951.0,258.0,Tier3
33713,13.0,12.0,14.0,11.0,13.0,3.2,3.8,3.6,3.5,3.8,1487.0,683.0,1687.0,1419.0,2383.0,Tier2
33714,2.0,4.0,1.0,1.0,5.0,3.5,3.5,2.0,4.0,4.0,79.0,533.0,11.0,35.0,806.0,Tier3
33715,2.0,4.0,2.0,5.0,2.0,4.5,4.2,4.5,3.6,4.2,71.0,656.0,100.0,624.0,129.0,Tier1
33716,6.0,3.0,4.0,5.0,7.0,3.2,4.2,3.9,3.5,3.6,377.0,417.0,216.0,641.0,759.0,Tier3
33755,6.0,10.0,11.0,8.0,10.0,4.1,4.0,4.0,4.3,3.6,165.0,754.0,688.0,483.0,1087.0,Tier2
33756,7.0,15.0,11.0,12.0,7.0,3.2,4.3,4.1,3.7,2.4,396.0,1400.0,1034.0,1409.0,208.0,Tier2
33759,9.0,7.0,17.0,6.0,12.0,3.4,3.2,3.4,3.8,3.3,981.0,709.0,2434.0,1593.0,752.0,Tier2
33760,3.0,3.0,8.0,3.0,2.0,2.7,3.7,3.5,3.7,3.8,90.0,190.0,670.0,69.0,147.0,Tier3
33761,8.0,12.0,18.0,11.0,7.0,3.9,3.5,3.4,3.5,3.2,373.0,1076.0,2116.0,1083.0,967.0,Tier2
33762,7.0,8.0,8.0,7.0,11.0,3.6,3.3,3.4,3.9,3.8,1274.0,317.0,474.0,418.0,779.0,Tier2
33763,3.0,5.0,4.0,2.0,1.0,4.0,4.0,3.5,4.0,4.0,150.0,590.0,248.0,155.0,73.0,Tier3
33764,8.0,11.0,8.0,5.0,6.0,3.8,3.5,3.2,3.7,4.3,567.0,745.0,660.0,339.0,502.0,Tier2
33765,16.0,15.0,19.0,11.0,11.0,3.6,3.7,3.4,3.5,2.9,2790.0,1181.0,1625.0,445.0,376.0,Tier2
33767,21.0,18.0,14.0,31.0,19.0,3.6,3.8,3.7,3.8,3.8,5695.0,3893.0,3593.0,9699.0,3640.0,Tier1
33770,14.0,5.0,12.0,15.0,11.0,3.3,3.2,3.6,3.6,3.5,803.0,250.0,746.0,1146.0,781.0,Tier2
33771,11.0,12.0,22.0,16.0,22.0,3.6,3.5,3.5,3.7,3.3,868.0,790.0,1783.0,954.0,1485.0,Tier3
33772,9.0,9.0,15.0,13.0,12.0,3.7,3.5,3.9,3.7,3.1,406.0,620.0,1490.0,701.0,608.0,Tier2
33773,3.0,4.0,2.0,7.0,2.0,4.0,3.8,2.8,3.1,4.2,213.0,122.0,59.0,186.0,123.0,Tier2
33774,7.0,9.0,9.0,6.0,2.0,3.6,3.5,3.2,3.8,4.2,392.0,507.0,511.0,171.0,98.0,Tier2
33776,2.0,1.0,2.0,2.0,4.0,3.5,3.5,3.8,2.2,3.9,183.0,48.0,113.0,21.0,142.0,Tier1
33777,6.0,4.0,1.0,4.0,2.0,3.8,3.4,2.5,3.0,2.8,450.0,141.0,15.0,85.0,90.0,Tier2
33778,3.0,4.0,4.0,11.0,5.0,4.0,3.5,3.9,3.9,3.7,297.0,133.0,352.0,1004.0,386.0,Tier2
33781,30.0,20.0,19.0,20.0,16.0,3.5,3.6,3.4,3.2,3.4,1838.0,1473.0,1753.0,1556.0,1346.0,Tier2
33782,4.0,2.0,5.0,5.0,5.0,4.0,4.2,4.1,3.3,3.5,235.0,436.0,168.0,348.0,236.0,Tier3
33785,5.0,10.0,7.0,3.0,5.0,4.2,4.1,3.9,3.8,4.0,1049.0,2891.0,2539.0,1645.0,1321.0,Tier1
34221,1.0,4.0,0.0,1.0,0.0,1.5,3.8,0.0,4.0,0.0,20.0,230.0,0.0,47.0,0.0,Tier2
34604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,105.0,0.0,0.0,Tier2
34606,12.0,8.0,9.0,10.0,13.0,3.5,3.1,2.8,3.6,3.1,366.0,274.0,450.0,514.0,353.0,Tier2
34608,4.0,3.0,1.0,2.0,4.0,3.6,3.5,3.0,2.0,3.5,119.0,175.0,33.0,37.0,230.0,Tier2
34609,6.0,6.0,7.0,7.0,9.0,4.0,3.6,3.6,3.4,3.4,243.0,353.0,210.0,225.0,260.0,Tier2
34610,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.5,0.0,5.0,0.0,0.0,46.0,0.0,7.0,Tier2
34638,5.0,1.0,2.0,2.0,5.0,4.0,4.5,3.2,3.0,3.1,251.0,152.0,45.0,641.0,158.0,Tier1
34639,6.0,8.0,2.0,8.0,3.0,3.1,3.3,3.2,2.4,3.7,326.0,578.0,63.0,642.0,514.0,Tier1
34652,14.0,11.0,13.0,12.0,9.0,3.7,3.8,3.5,3.1,3.4,396.0,440.0,646.0,401.0,595.0,Tier3
34653,4.0,8.0,5.0,9.0,7.0,3.1,3.2,3.4,3.4,3.5,250.0,298.0,381.0,259.0,727.0,Tier3
34654,6.0,5.0,9.0,6.0,6.0,3.3,3.1,3.0,3.6,3.2,207.0,290.0,636.0,165.0,107.0,Tier2
34655,11.0,14.0,14.0,15.0,15.0,3.8,3.8,3.3,3.8,3.4,652.0,1094.0,1051.0,1450.0,777.0,Tier1
34667,11.0,10.0,8.0,13.0,13.0,3.3,3.2,3.9,3.7,3.5,860.0,570.0,219.0,389.0,459.0,Tier2
34668,14.0,17.0,15.0,19.0,10.0,3.1,3.3,3.4,3.4,3.5,824.0,588.0,917.0,1360.0,541.0,Tier3
34669,4.0,0.0,6.0,1.0,1.0,2.6,0.0,3.4,3.0,3.5,79.0,0.0,153.0,18.0,19.0,Tier2
34677,10.0,13.0,9.0,7.0,10.0,3.6,3.5,3.2,3.4,3.6,657.0,1259.0,1079.0,1022.0,2105.0,Tier2
34683,8.0,6.0,13.0,6.0,9.0,3.5,4.3,4.1,4.0,3.8,1513.0,267.0,724.0,407.0,736.0,Tier1
34684,16.0,9.0,15.0,11.0,14.0,3.8,3.4,3.6,3.5,3.6,1230.0,1423.0,1459.0,915.0,1137.0,Tier2
34685,5.0,6.0,4.0,4.0,6.0,3.5,3.8,4.0,3.1,3.3,101.0,348.0,233.0,255.0,452.0,Tier1
34688,2.0,1.0,2.0,0.0,0.0,3.0,4.0,3.2,0.0,0.0,59.0,10.0,177.0,0.0,0.0,Tier1
34689,14.0,16.0,19.0,22.0,19.0,3.6,3.7,3.8,3.9,3.8,925.0,3151.0,2547.0,1977.0,1262.0,Tier2
34690,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,3.8,3.8,50.0,7.0,65.0,80.0,31.0,Tier3
34691,4.0,7.0,3.0,5.0,5.0,3.4,3.5,4.2,2.6,2.9,220.0,146.0,149.0,398.0,128.0,Tier3
34695,4.0,6.0,8.0,5.0,7.0,4.0,3.7,4.3,4.1,4.1,506.0,1168.0,1096.0,523.0,1024.0,Tier1
34698,28.0,27.0,22.0,24.0,30.0,3.8,3.9,3.8,4.0,3.9,3610.0,2401.0,2652.0,2303.0,4354.0,Tier2
37012,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,Tier2
37013,16.0,16.0,17.0,15.0,19.0,2.9,3.4,3.1,3.5,2.7,856.0,764.0,913.0,1086.0,638.0,Tier3
37015,6.0,2.0,3.0,4.0,5.0,2.2,3.2,3.7,3.8,4.3,67.0,27.0,66.0,158.0,84.0,Tier2
37026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,15.0,Tier2
37027,27.0,19.0,21.0,25.0,19.0,3.6,3.7,3.3,3.2,3.8,2699.0,2364.0,1697.0,1997.0,2264.0,Tier1
37043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,36.0,0.0,Tier3
37062,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,19.0,0.0,9.0,Tier3
37064,24.0,23.0,31.0,28.0,29.0,3.3,3.5,3.4,3.5,3.6,1866.0,1678.0,2438.0,3100.0,3996.0,Tier2
37066,11.0,12.0,17.0,6.0,10.0,3.1,3.2,3.1,3.7,3.1,444.0,384.0,542.0,216.0,231.0,Tier2
37067,34.0,32.0,29.0,34.0,23.0,3.6,3.3,3.5,3.4,3.4,3903.0,1958.0,3643.0,4421.0,2251.0,Tier2
37069,2.0,3.0,2.0,3.0,1.0,3.5,4.0,3.5,3.8,4.5,21.0,902.0,124.0,201.0,171.0,Tier2
37072,8.0,8.0,12.0,17.0,12.0,3.5,3.1,3.2,3.6,3.4,267.0,400.0,292.0,1062.0,414.0,Tier3
37073,2.0,1.0,3.0,1.0,1.0,4.0,3.5,2.2,4.0,2.5,39.0,20.0,51.0,27.0,6.0,Tier2
37075,19.0,23.0,33.0,26.0,26.0,3.4,3.4,3.5,3.3,3.3,1597.0,1346.0,1949.0,1561.0,1809.0,Tier2
37076,20.0,13.0,14.0,13.0,21.0,3.4,2.7,3.7,3.5,3.0,757.0,710.0,1485.0,1103.0,939.0,Tier2
37080,3.0,3.0,2.0,0.0,3.0,3.8,4.2,3.8,0.0,3.0,95.0,27.0,33.0,0.0,88.0,Tier3
37082,1.0,1.0,3.0,1.0,1.0,4.5,1.5,3.5,4.5,4.5,8.0,8.0,84.0,88.0,7.0,Tier2
37086,7.0,6.0,8.0,4.0,12.0,3.8,3.3,3.3,2.2,3.1,108.0,206.0,148.0,85.0,207.0,Tier2
37090,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.5,2.5,3.5,10.0,27.0,38.0,18.0,47.0,Tier2
37115,14.0,12.0,21.0,11.0,14.0,3.2,2.8,3.1,3.1,2.6,449.0,479.0,931.0,277.0,423.0,Tier3
37122,19.0,23.0,19.0,26.0,20.0,3.7,3.2,3.3,3.2,3.4,816.0,1929.0,937.0,1904.0,1146.0,Tier2
37135,1.0,5.0,4.0,10.0,7.0,4.0,3.8,4.1,3.8,3.6,59.0,309.0,169.0,1100.0,396.0,Tier2
37138,4.0,2.0,8.0,3.0,4.0,3.1,3.0,3.6,4.5,4.2,84.0,31.0,379.0,89.0,308.0,Tier3
37146,4.0,5.0,1.0,3.0,4.0,1.9,3.6,4.5,2.5,3.5,49.0,119.0,113.0,42.0,126.0,Tier2
37167,33.0,27.0,19.0,29.0,23.0,3.5,3.2,3.1,3.2,3.2,1352.0,1610.0,664.0,1587.0,693.0,Tier2
37172,7.0,3.0,5.0,6.0,7.0,2.5,3.8,3.4,2.5,3.5,91.0,93.0,78.0,130.0,155.0,Tier2
37188,12.0,6.0,6.0,10.0,4.0,3.4,3.3,2.8,3.4,2.9,566.0,286.0,114.0,269.0,55.0,Tier2
37189,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,0.0,56.0,24.0,Tier3
37201,23.0,20.0,12.0,17.0,14.0,4.0,3.5,3.7,3.8,3.8,8057.0,4629.0,3242.0,9198.0,3902.0,Tier2
37203,63.0,64.0,61.0,65.0,52.0,3.6,3.7,3.7,3.7,3.7,9137.0,22430.0,19286.0,12750.0,10016.0,Tier1
37204,11.0,14.0,12.0,23.0,20.0,3.6,3.8,3.6,3.6,3.6,1792.0,3814.0,2326.0,3740.0,6091.0,Tier1
37205,10.0,6.0,9.0,11.0,6.0,3.0,3.3,3.6,3.5,3.7,536.0,536.0,966.0,1471.0,392.0,Tier1
37206,20.0,21.0,25.0,23.0,17.0,4.0,4.4,4.1,4.0,3.9,3028.0,5061.0,4095.0,9655.0,1518.0,Tier2
37207,13.0,7.0,16.0,7.0,9.0,3.2,3.1,3.3,3.2,3.6,580.0,188.0,551.0,965.0,310.0,Tier3
37208,6.0,15.0,13.0,17.0,17.0,3.9,4.1,3.8,4.0,4.1,555.0,3029.0,2409.0,4714.0,2678.0,Tier2
37209,30.0,28.0,28.0,23.0,38.0,3.9,3.7,3.8,4.0,3.6,3640.0,2132.0,2771.0,4665.0,3455.0,Tier2
37210,8.0,3.0,11.0,9.0,7.0,3.9,4.3,3.9,3.4,3.8,2254.0,30.0,1277.0,159.0,1632.0,Tier3
37211,37.0,37.0,33.0,35.0,40.0,3.6,3.4,3.7,3.3,3.5,3196.0,1789.0,2403.0,2591.0,2782.0,Tier2
37212,11.0,7.0,10.0,9.0,14.0,3.5,3.9,3.6,3.9,3.6,2440.0,1842.0,3251.0,1780.0,3504.0,Tier1
37214,37.0,28.0,41.0,25.0,38.0,3.1,3.0,3.0,3.0,3.1,4016.0,2564.0,4430.0,4500.0,4192.0,Tier3
37215,8.0,12.0,12.0,13.0,9.0,3.6,3.6,3.2,3.5,3.3,820.0,1817.0,945.0,1436.0,751.0,Tier1
37216,6.0,11.0,13.0,12.0,4.0,2.8,4.0,3.4,3.3,3.8,225.0,985.0,660.0,1027.0,394.0,Tier2
37217,18.0,13.0,17.0,10.0,15.0,3.5,3.1,2.6,3.6,3.6,630.0,434.0,485.0,351.0,1544.0,Tier3
37218,0.0,1.0,4.0,2.0,2.0,0.0,3.0,3.1,3.8,2.0,0.0,10.0,170.0,20.0,37.0,Tier3
37219,8.0,20.0,9.0,11.0,16.0,3.6,3.6,3.8,3.9,3.8,664.0,1147.0,903.0,3636.0,3712.0,Tier1
37220,1.0,0.0,2.0,0.0,0.0,5.0,0.0,4.2,0.0,0.0,26.0,0.0,51.0,0.0,0.0,Tier1
37221,13.0,10.0,15.0,14.0,17.0,3.2,3.0,3.4,3.1,3.2,712.0,410.0,918.0,3165.0,1485.0,Tier2
38066,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,32.0,0.0,Tier2
46032,32.0,38.0,31.0,30.0,34.0,3.8,3.7,3.8,3.8,3.5,3652.0,3873.0,3766.0,4258.0,3760.0,Tier2
46033,0.0,2.0,1.0,3.0,6.0,0.0,3.2,3.5,4.2,3.8,0.0,29.0,160.0,250.0,709.0,Tier2
46037,10.0,9.0,12.0,5.0,8.0,3.6,3.7,3.8,4.1,4.2,1759.0,1035.0,894.0,280.0,507.0,Tier2
46038,18.0,19.0,14.0,17.0,25.0,3.3,3.3,3.4,3.6,3.5,1328.0,1748.0,1423.0,1670.0,2653.0,Tier3
46040,0.0,1.0,1.0,0.0,1.0,0.0,3.5,1.5,0.0,4.0,0.0,115.0,22.0,0.0,72.0,Tier2
46055,2.0,2.0,1.0,2.0,4.0,3.8,3.8,3.5,3.8,4.0,151.0,165.0,36.0,135.0,354.0,Tier2
46060,1.0,3.0,3.0,1.0,0.0,2.5,3.8,2.7,4.0,0.0,20.0,187.0,97.0,337.0,0.0,Tier3
46075,6.0,3.0,4.0,5.0,2.0,2.8,3.2,3.4,3.5,2.0,275.0,32.0,192.0,391.0,59.0,Tier3
46077,9.0,7.0,15.0,11.0,10.0,3.1,3.9,3.6,3.3,4.2,502.0,258.0,1704.0,752.0,1424.0,Tier1
46106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,7.0,Tier1
46107,3.0,3.0,2.0,2.0,2.0,4.0,4.2,4.5,4.2,3.5,148.0,41.0,36.0,53.0,13.0,Tier2
46112,7.0,12.0,9.0,17.0,20.0,3.9,3.5,2.7,3.1,3.2,579.0,618.0,285.0,802.0,765.0,Tier2
